Timestamp,,Artist?,Album Name?,"Version Number? (This is usually needed to catalog, but it's difficult to find sometimes so don't worry too much.)","Is the CD case broken (breaks in half, CD won't stay in place, etc.)?","If you know the label number but the CD case itself is missing, please fill in ""N/A"" for the required questions and select this as an option.",Anything else you’d like to add or mention?,Rateyourmusic.com ?,Other:
10/11/2023 16:47:22,10865,Beat Happening,Crashing Through,KLP115-CD,No,,No front cover,,
10/11/2023 16:48:57,10866,Modest Mosue,Everywhere and his Nasty Parlour Tricks,EK 62104,No,,,,
10/11/2023 16:49:44,10867,Atombombpocketknife,God Save the ABPK,southern 185882,No,,,,
10/11/2023 16:52:49,10868,Centro-matic,Distance and Clime,IR 030,No,,,,
10/11/2023 16:53:24,10869,Hope Sandoval & The Warm Inventions,Bavarian Fruit Bread,RHTSP-83201-2,No,,,,
10/11/2023 16:54:58,10871,The Dubnicks,How To Be Cool,pnk #00102,No,,,,
10/11/2023 16:55:27,10872,The Reindeer Section,Y'all Get Scared Now Ya Hear! ,BSR 14,No,,,,
10/11/2023 16:56:35,10873,The (International) Noise Conspiracy,"A New Morning, Changing Weather",82020-2,Yes,,,,
10/11/2023 16:57:02,10874,The Dismemberment Plan,Change,DI42,No,,,,
10/11/2023 16:57:38,10875,Howie B,Anotherlatenight,67728-54682-2,No,,,,
10/11/2023 16:58:07,10877,V/A,Atlantic Jaxx Recordings: A Compliation,AJXLCDE 146,No,,,,
10/11/2023 16:58:58,10879,V/A,Arabian Travels,657036 1057-2,No,,,,
10/11/2023 16:59:28,10880,DJ Spooky (That Subliminal Kid),Under the Influence,657036 1056-2,No,,,,
10/11/2023 17:01:01,10881,V/A,Sulphur Compound,BBSULCD009,No,,,,
10/11/2023 17:02:42,10882,Belle & Sebastian,Lazy Line Painter Jane EP,Ole 313-2.2,No,,,,
10/11/2023 17:03:17,10883,Belle & Sebastian,3... 6... 9 Seconds of Light EP,Ole 313-2.3,No,,,,
10/11/2023 17:03:53,10884,The Drag City Supersession,"Tramps, Traitors, and Little Devils",DC210CD,Yes,,,,
10/11/2023 17:11:54,10885,Belle & Sebastian,Dog on Wheels EP,ole 313-2.1,No,,,,
10/12/2023 19:15:31,10886,The Pattern,Immediately,LK276-CD,No,,,,
10/12/2023 19:15:57,10887,Thunderball,Scorpio Rising,ESL045,No,,,,
10/12/2023 19:28:44,10889,Daniel Johnston,Rejected Unknown,WE17500,No,,,,
10/12/2023 19:29:14,10890,Beachwood Sparks,Once We Were Trees,SPCD 545,Yes,,,,
10/12/2023 19:29:55,10891,Coil,Musick to Play in the Dark Volume #1,,No,,Back cover missing,,
10/12/2023 19:30:26,10892,Peter Murphy,Alive Just for Love,met 213,No,,,,
10/12/2023 19:32:42,10893,Mnpltr,prttp,precipice 006,No,,,,
10/12/2023 19:35:56,10894,Jah Wobble/Bill Laswell,Radioaxiom: A Dub Transmission,PALMCD 2073-2,No,,,,
10/12/2023 19:36:42,10895,Now It's Overhead,Now It's Overhead,LBJ-58 CD,No,,Promo CD,,
10/12/2023 19:37:03,10896,:wumpscut:,Wreath of Barbs,MET 228,No,,,,
10/12/2023 19:37:26,10897,Front Line Assembly,Epitaph,MET224,No,,,,
10/12/2023 19:42:04,10898,Doc Boggs,His Folkways Years,SF 40108,No,,,,
10/12/2023 19:42:31,10899,Makitz Soma,Brighton Park,SOPR004,No,,,,
10/12/2023 19:49:09,10900,Dan Bern,New American Language,MSGR 09,No,,,,
10/12/2023 19:51:46,10901,Magnetic Fields,69 Love Songs Vol. 3,MRG 168,Yes,,,,
10/12/2023 19:51:28,10902,Magnetic Fields,69 Love Songs Vol. 3,MRG 167,Yes,,,,
10/12/2023 19:50:37,10903,Magnetic Fields,69 Love Songs Vol. 1,MRG 166,Yes,,,,
10/12/2023 19:52:07,10904,Patrick Phelan,Parlor,JAG 30,No,,,,
10/12/2023 19:52:31,10905,Velveteen Monster,Circumstantial Evidence,,Yes,,,,
10/12/2023 19:53:44,10906,Jux County,Junk County,,No,,,,
10/12/2023 19:55:57,10907,V/A,Nuggets II: Vol. 3,R2 76787,No,,,,
10/12/2023 19:58:09,10908,V/A,"Fueled by Ramen: No Food, No Sleep, Just Rock! ",,No,,,,
10/12/2023 19:58:59,10909,V/A,Nuggets II: Original Artyfacts from the British Empire and Beyond 1964-1969,R2 76787,No,,,,
10/12/2023 19:59:24,10910,Triage,Premium Plastics,SR003,No,,,,
10/12/2023 20:00:06,10911,The Timeout Drawer,A Difficult Future,SOPR003,No,,,,
10/12/2023 20:00:52,10912,DJ Krush,Zen,WK55707,Yes,,,,
10/13/2023 16:12:17,10913,Will.I.Am,Lost Change,,No,,Handmade/burned CD,,
10/13/2023 16:13:33,10914,Asheru and Blue Black,Soon Come,,No,,,,
10/13/2023 16:14:23,10915,Trembling Blue Stars ,Alive to Every Smile,SPCD 559,No,,,,
10/13/2023 16:23:30,10916,Kalamath Brothers,Kalamath Brothers,,No,,,,
10/13/2023 16:26:57,10917,Lanterna,Elm Street,BRCD-986,No,,,,
10/13/2023 16:29:52,10918,Gorky's Zygotic Mynci,How I Long to Feel That Summer in My Heart,MNTCD 1025,No,,,,
10/13/2023 16:30:18,10919,The Flaming Stars,Ginmill Perfume,Virus 268,No,,,,
10/13/2023 16:30:55,10923,Bullfrog,Bullfrog,7567-93066-2,No,,,,
10/13/2023 16:31:32,10924,Ozma,Rock and Roll Part Three,kung fu 78787,No,,,,
10/13/2023 16:32:03,10925,All and the Descendents,Live Plus One,86618-2,Yes,,,,
10/17/2023 10:43:43,10926,Puffy Amiyumi,Love So Pure,,No,,,,
10/17/2023 10:46:41,10927,Seaworthy,The Ride,TWA39CD,No,,,,
10/17/2023 10:47:54,10928,Soul Brains (Bad Brains),A Bad Brains Reunion --- Live at Maritime Hall,MHP 2025,No,,,,
10/17/2023 10:49:16,10929,The Gamits,A Small Price to Pay,SH-023,No,,,,
10/17/2023 10:50:21,10930,Countess,Shooting Star,CvB017,Yes,,,,
10/17/2023 10:51:43,10931,Four Tet,Pause,WIGCD94P,No,,,,
10/17/2023 10:52:06,10932,V/A,Immediate Action,HEFTY36,No,,,,
10/17/2023 10:53:09,10933,Le Tigre,Feminist Sweepstakes,MRLR-19,No,,,,
10/17/2023 10:53:52,10934,Victory at Sea,Carousel,Kimchee008,No,,,,
10/17/2023 10:54:37,10935,Aphex Twin,Drukqs,31174-2,No,,,,
10/17/2023 10:55:58,10936,Black Lipstick,The Four Kingdoms of,ZEN CD58,No,,,,
10/17/2023 11:02:06,10937,"Up, Bustle, and Out",Master Sessions 2,ZEN CD58,No,,,,
10/17/2023 11:02:50,10938,Naid,Waking Up,159 923-2,No,,,,
10/17/2023 11:03:09,10939,Triangle,*,FT40,No,,,,
10/17/2023 11:03:34,10940,Huon,Answers to Lucky,AWR011,No,,,,
10/17/2023 11:04:03,10941,Kings of Convenience,Versus,ASW11235-2,No,,,,
10/17/2023 11:04:31,10942,The Court and Spark,Bless You,Ak016,Yes,,,,
10/17/2023 11:04:50,10943,Writer's Block,En Route,,No,,Handmade/burned CD,,
10/17/2023 11:05:13,10944,LMNO,Leave My Name Out,,No,,Handmade/burned CD,,
10/17/2023 11:06:07,10945,Pulley,Together Again for the First Time,86619-2,No,,,,
10/17/2023 11:06:27,10946,Bigwig,An Invitation to Tragedy,F049-2,No,,,,
10/17/2023 11:06:54,10947,Saturday Supercade,Everyone is a Target,L-37839-2,No,,,,
10/17/2023 11:07:27,10948,Garrison,Be A Criminal,REV:103,No,,,,
10/17/2023 11:07:48,10949,The Prom,The Prom,BARK18 / PF003,No,,,,
10/17/2023 11:08:16,10950,The Lilac Time,Lilac6,cook cd 220,No,,,,
10/17/2023 11:08:41,10951,Spokane,The Proud Graduates,JAG35,No,,,,
10/17/2023 11:11:34,10952,The Kingsbury Manx,Let You Down,OC-09,No,,,,
10/17/2023 11:12:24,10953,Pinback,Blue Screen Life,ace 015,Yes,,,,
10/17/2023 11:12:55,10954,AM/FM,Getting Into Sinking,PRC-044,No,,,,
10/17/2023 11:13:21,10955,The Helio Sequence,Young Effectuals,CSR 56,No,,,,
10/17/2023 11:13:45,10956,Josh White,Free and Equal Blues,SF 40081,No,,,,
10/18/2023 12:59:51,10958,Pretty Girls Make Graves,Pretty Girls Make Graves EP,dm026,No,,,,
10/18/2023 13:01:04,10959,Les Savy Fav,Go Forth,FK005,No,,,,
10/18/2023 13:05:43,10960,The Convocation of,Pyramid Technology,TS019,No,,,,
10/18/2023 14:09:18,10961,Zzylch,Zzylch,zzeroh 000-0,No,,,,
10/18/2023 14:12:06,10962,DJ Zeph,DJ Zeph,WH0235-2,Yes,,,,
10/18/2023 14:13:27,10963,Bertrand Burgalat,The Sssound of Mmmusic,EMN 7046-2,No,,,,
10/18/2023 14:14:07,10964,Holiday Flyer,I Hope,DRL 119,No,,,,
10/18/2023 14:11:31,10965,Scout Niblett,Sweet Heart Fever,SC60,No,,,,
10/18/2023 14:10:27,10966,Orange Alabaster Mushroom,Space and Time: A Compendium of the ...,AHA!029,No,,,,
10/18/2023 14:15:54,10967,The Centimeters,The Lifetime Achievement Awards,,No,,,,
10/18/2023 14:18:17,10968,The Prima Donnas,"Drugs, Sex, and Discotheques",BOO 121CD,No,,,,
10/18/2023 16:55:28,10969,Frankie Sparo,Arena Hostile,,No,,,,
10/18/2023 16:57:27,10970,Coco B's,Basement Songs: Firehawks and Dirty Birds,k-001,No,,,,
10/18/2023 16:58:10,10971,Red Monkey,"Gunpowder, Treason, and Plot",,No,,,,
10/18/2023 16:58:33,10972,Len Brown Society,It Wasn't the Smoothest Time,glx-11,No,,,,
10/18/2023 17:00:20,10973,The Plan,Only These Movements ,MA001 2/REW022,No,,,,
10/18/2023 17:03:21,10974,V/A,Lookout! Freakout Episode 2,LK-275CD,No,,,,
10/19/2023 11:16:14,10975,Readymade,On Point and Red,ndr029,No,,,,
10/19/2023 11:17:18,10976,Progression Sessions LTJ Bukem Feat. MC Conrad,America Live 2001,GLRPS006,Yes,,,,
10/19/2023 11:17:52,10979,Orbital,The Altogether,40678 2,No,,,,
10/19/2023 11:18:26,10980,Julie Doiron,Desormais,JAG40,No,,,,
10/19/2023 12:13:49,10980,Julie Doiron,Desormais,JAG40,No,,,,
10/19/2023 12:11:46,10982,Kristin Hersh,"Murder, Misery, and then Goodnight",4AD M1,No,,,,
10/19/2023 12:12:38,10983,Slowdive,Just for a Day,K2-98074,No,,,,
10/19/2023 12:13:21,10984,Meat Beat Manifesto,99%,9 61026-2,No,,,,
10/19/2023 15:12:12,10985,Divine Comedy,Regeneration,0 6700 302372 6,No,,,,
10/19/2023 15:12:39,10986,Cinerama,Health and Efficiency (single),MFO 42403,No,,,,
10/19/2023 15:13:07,10987,Mellonova,Mellonova,MN-002,No,,,,
10/19/2023 15:13:43,10988,Hot Little Rocket,Danish Documentary,6 24060 72028,No,,,,
10/19/2023 15:14:33,10989,Riddle of Steel,Burn,AR-005,No,,,,
10/19/2023 15:14:57,10990,Park,No Signal,lobster 10016-2,No,,,,
10/20/2023 16:17:52,10991,Empire State,Eternal Combustion,WRM104CD,No,,,,
10/20/2023 16:17:23,10993,Low,Last Night I Dreamt That Somebody Loved Me,ckm003,No,,,,
10/20/2023 16:18:14,10995,Future Pilot AKA,"Tiny Waves, Mighty Sea",domus04cd,No,,,,
10/20/2023 16:18:40,10996,Fridge,Happiness,,No,,,,
10/20/2023 16:19:10,10997,Papa M,"Whatever, Mortal",DC194CD,No,,,,
10/20/2023 16:19:29,10998,Heavenly,Heavenly vs Satan,klp129,No,,Promo CD,,
10/20/2023 16:19:54,10999,V/A,Foundations: Granite,PIO-CD-5169-2,No,,,,
10/20/2023 16:20:19,11000,V/A,Love fomr the Sun,URCD092,No,,,,
10/20/2023 16:20:47,11001,Mr. Len,Pity the Fool,Ole 531-2P,No,,,,
10/20/2023 16:21:24,11002,Vincent Gallo,When,WARPCD87,Yes,,,,
10/20/2023 16:21:48,11003,Kabir,Cultural Confusion,,No,,,,
10/20/2023 16:22:05,11004,Her Space Holiday,Manic Expressive,TS-017,No,,,,
10/20/2023 16:22:56,11005,The Six Parts Seven,Silence Magnifies Sound,TMU062,No,,,,
10/20/2023 16:23:27,11006,Minus the Bear,This is What I Know About Being Gigantic,S-017,Yes,,,,
10/20/2023 16:24:03,11007,Nikki SUdden,The Nikki Sudden Compendium,SC49,Yes,,,,
10/20/2023 16:24:53,11008,RITON,BEATS DU JOUR,GCCD111,No,,,,
10/20/2023 16:25:19,11009,Haywood,"We Are Amateurs, You and I",psp015,No,,,,
10/20/2023 16:25:46,11010,The New Deal,The New Deal,01241-41756-2,No,,,,
10/20/2023 16:26:18,11011,Kammerflimmer Kollektif,Maander,TRR 32,Yes,,,,
10/20/2023 16:27:06,11012,Saturnine,Pleasure of Ruins,7-8939-71862-9,No,,No cover,,
10/20/2023 16:27:40,11013,V/A,The Funky 16 Corners,STH2038,No,,,,
3/20/2023 18:22:20,11014,Elk City,The Sea Is Fierce,WRM105CD,No,,,,
10/20/2023 16:28:38,11014,Elk City,The Sea is Fierce,WRM105CD,No,,,,
3/20/2023 18:21:26,11015,Neu!,S/T,ASW30780 7243 5 30780 2 7,No,,,,
10/20/2023 16:29:24,11015,NEU!,NEU!,ASW30780 7243 5 30780 2 7,No,,,,
3/20/2023 18:20:26,11017,Neu!,Neu!75,ASW30782 7243 5 30782 2 5,No,,,,
10/20/2023 16:30:07,11017,NEU!,NEU! 75,ASW30782 7243 5 30782 2 5,No,,,,
3/20/2023 18:18:43,11018,Velvet Underground,S/T,31453 1252 2,Yes,,,,
10/20/2023 16:31:03,11018,The Velvet Underground,The Velvet Underground,31453 1252 2,No,,,,
3/20/2023 18:16:44,11020,Sofa Surfers,Remixed and Dubbed,KL024,No,,,,
10/31/2023 12:01:05,11020,Sofa Surfers,Remixed and Dubbed,KLO24,No,,,,
3/20/2023 18:15:46,11021,Morrisey,The Best Of,R2 78375,No,,,,
10/31/2023 12:02:52,11021,Morrissey,The Best of,R2 78375,No,,,,
3/20/2023 18:14:36,11022,Bad Wizard,Free and Easy,TP-035,No,,,,
10/31/2023 12:03:16,11022,Bad Wizard,Free and Easy,TP-035,No,,,,
3/20/2023 18:13:39,11023,ZMRZLINA,Katastrophe V.3,IM 0002,No,,,,
10/31/2023 12:04:10,11023,ZMRZLINA,Katastrophe V.3,IM 0002-2,No,,,,
3/20/2023 18:10:46,11024,James William Hindle,S/T,BRCD985,Yes,,,,
10/31/2023 12:05:29,11024,James William Hindle,James William Hindle,James William Hindle,No,,,,
3/20/2023 18:09:29,11025,V/A,Everything You Always Wanted to Know About Twisted Nerve...,BTNXL025cd,Yes,,,,
11/8/2023 16:47:02,11025,V/A,Everything you always wanted to know about Twisted Nerve...,BTNXL025cd,Yes,,,,
3/20/2023 18:07:58,11026,Hey Mercedes,Everynight Fireworks,VR356,No,,,,
11/8/2023 16:47:39,11026,Hey Mercedes,Everynight Fireworks,VR356,No,,,,
3/20/2023 18:06:53,11027,Supersprite,Color Mixing,ADR 043,No,,,,
11/8/2023 16:48:11,11027,Supersprite,Color Mixing,ADR 043,Yes,,,,
3/20/2023 18:01:46,11028,Swollen Members,Bad Dreams,BAX 1009,No,,,,
11/8/2023 16:48:37,11028,Swollen Members,Bad Dreams,BAX 1009,No,,,,
3/20/2023 17:59:46,11029,Mogwai,"My Father, My King",OLE 538-2,No,,,,
11/8/2023 16:49:06,11029,Mogwai,"My Father, My King",OLE 538-2,No,,,,
3/20/2023 17:58:27,11030,Craig Taborn,Ligth Made Lighter,THI 57111.2,No,,,,
11/8/2023 16:50:04,11030,Craig Taborn,Light Made Lighter,THI 57111.2,No,,,,
3/20/2023 17:57:10,11032,Jonathan Richman,Her Mystery Not of High Heels and Eye Shadow,9 48216 ????,No,,,,
11/8/2023 16:51:16,11032,Jonathan Richman,Her Mystery Not of High Heels and Eye Shadow,9 48216-2,No,,,,
3/20/2023 17:55:38,11033,Silver Jews,Bright Flight,DC215CD,No,,,,
11/8/2023 16:51:43,11033,Silver Jews,Bright Flight,DC125CD,No,,,,
3/20/2023 17:54:28,11034,Jim O'rourke,Insignificance,,No,,,,
11/8/2023 16:52:10,11034,Jim O'Rourke,Insignificance,dc202cd,No,,,,
3/20/2023 17:52:59,11035,Origami Arktika,Vardoger,silber021,No,,,,
11/8/2023 16:53:49,11035,Origami Arktika,Vardoger,silbero21,No,,,,
3/20/2023 17:51:07,11036,V/A,Dean Quixote Soundtrack,spart 99,No,,,,
11/8/2023 16:54:12,11036,V/A,Dean Quixote Soundtrack,spart 99,No,,,,
3/20/2023 18:24:40,11037,The Witch Hazel Sound,"This World, Then Fireworks...",AHA!028,No,,,,
11/8/2023 16:55:01,11037,The Witch Hazel SOund,"This World, Then Fireworks...",AHA!028,No,,,,
3/20/2023 18:39:54,11038,Davis Grubbs,Thirty Minute Raven,rec ac2,No,,,,
11/8/2023 16:55:54,11038,David Grubbs,Thirty Minute Raven,rec ac2,No,,,,
3/20/2023 18:38:32,11039,Giant Sand,Chore of Enchantment,THRILL079,No,,,,
11/8/2023 16:56:31,11039,Giant Sand,Chore of Enchantment,THRILL027,No,,,,
3/20/2023 18:37:58,11040,Con Dolore,This Sad Movie,FERN 024,No,,,,
11/8/2023 16:56:58,11040,Con Dolore,This Sad Movie,fern 024,No,,,,
3/20/2023 18:36:40,11041,Two Lone Swordsmen,Further Reminders,WARPCD91,Yes,,,,
11/8/2023 16:57:37,11041,Two Lone Swordsmen,Further Reminders,WARPCD91,No,,,,
3/20/2023 18:35:10,11042,The Soundtrack of Our Lives,Behind the Music,8573-86715-2,Yes,,,,
11/8/2023 16:58:39,11042,The Soundtrack of Our Lives,Behind the Music,LC 4281,No,,,,
3/20/2023 18:34:11,11043,James Kochalka Superstar,Don't Trust Whitey,,No,,,,
11/8/2023 16:59:27,11043,James Kochalka Superstar,Don't Trust Whiey,,No,,,,
3/20/2023 18:33:24,11044,Laymen Terms,An Introduction,017,No,,,,
11/8/2023 17:00:00,11044,Laymen Terms,An Introduction,Soda Jerk Records - 017,No,,,,
11/13/2023 19:08:32,11045,Volta Do Mar,At the Speed of Light,AV019,No,,,,
3/20/2023 18:32:24,11046,Liars,The Threw Us All In a Trench and Stuck a Monument On Top,gern59,No,,,,
2/5/2024 19:04:35,11046,Various Artists,Shipwreck Day: A Knw-Yr-Own Compilation,KYO50,No,,Compilation album from label Knw-Yr-Own,,
3/20/2023 18:31:20,11047,Kelly Hogan,Because It Feel Good,BS 079,No,,,,
11/16/2023 15:10:41,11047,Kelly Hogan,Because it feel good,BS 079,No,,,,
3/20/2023 18:30:22,11050,Woody Guthrie,The ASCH Recordings Vol. 1,SF CD 40100,No,,,,
11/16/2023 15:12:07,11050,Woody Guthrie,The Asch Recordings Vol. 1,SF CD 40100,Yes,,,,
3/20/2023 18:29:09,11053,Furtips,"When My Baby Smiles at Me, I Go to Rio",awr012,Yes,,,,
11/16/2023 15:13:03,11053,Furtips,"When my Baby Smiles at Me, I Go to Rio",awr012,Yes,,,,
3/20/2023 18:28:11,11054,The Wontons,Hex Appeal,BBCD-1,No,,,,
11/16/2023 15:13:42,11054,The Wontons,Hex Appeal,BBCD-1,No,,,,
3/20/2023 18:27:15,11056,Hood,Cold House,AST17CD,No,,,,
11/29/2023 15:59:54,11056,Hood,Cold House,AST17CD,No,,,,
3/20/2023 18:26:40,11057,R.L. Burnside,Burnside on Burnside,80343-2,No,,,,
11/29/2023 16:00:38,11057,RL Burnside,Burnside on Burnside,80343-2,No,,,,
3/20/2023 19:00:09,11058,Robbie Fulks,13 Hillbilly Giants,BS 084,No,,,,
11/29/2023 16:01:07,11058,Robbie Fulks,13 Hillbilly Giants,BS 084,No,,,,
3/20/2023 18:59:25,11060,Antipop Consortium,The Ends Against the Middle,WAP154CD,Yes,,,,
11/29/2023 16:01:39,11060,Anti Pop Consortium,The Ends Against the Middle,WAP154CD,No,,,,
3/20/2023 18:58:10,11061,V/A,Smithsonian Folkways American Roots Collection,,Yes,,,,
11/29/2023 16:02:25,11061,V/A,Smithsonian Folkways American Roots COllection,,No,,Handmade/burned,,
3/20/2023 18:57:25,11062,Ted Hawkins,The Next Hundred Years,DGCD-24627,No,,,,
11/29/2023 16:03:06,11062,Ted Hawkins,The Next Hundred Years,DGCD-24627,No,,,,
3/20/2023 18:56:32,11063,Interfearance,Take That Train,URCD086,No,,,,
11/29/2023 16:03:39,11063,Interfereance,Take That Train,URCD086,No,,,,
3/20/2023 18:55:33,11064,Pheonix Orion and Team Eloheem,Secret Wars,ACR00007-2,No,,,,
11/29/2023 16:04:16,11064,Phoenix Orion and Team Eloheem,Secret Wars,ACR00007-2,No,,,,
3/20/2023 18:54:39,11065,Basementalism,Hip Hop 4 Dummies vol.2,,No,,,,
11/29/2023 16:05:32,11065,Hip Hop 4 Dummies Vol. 2,Compiled by DJ Adict,,No,,Handmade/burned,,
3/20/2023 18:53:52,11066,Various,Better than the Beatles: A Tribute to The Shaggs,AWR016,No,,,,
11/29/2023 16:05:56,11066,V/A,Better Than the Beatles: A Tribute to the Shaggs,AWR016,No,,,,
3/20/2023 18:52:53,11067,The Melody Unit,Choose Your Own Adventure,AHA!027,No,,,,
11/29/2023 16:07:23,11067,The Melody Unit,Choose Your Own Adventure,AHA!027,No,,,,
3/20/2023 18:52:09,11068,Various Artists,Lullaby Lullaby,,No,,,,
11/29/2023 16:07:45,11068,V/A,Lullaby Lullaby,,No,,,,
3/20/2023 18:51:28,11069,V/A,Give the People What We Want: Songs of the Kinks,SPCD575,No,,,,
11/29/2023 16:08:20,11069,V/A,Give the People What We Want: Songs of the Kinks ,SPCD575,No,,,,
3/20/2023 18:49:34,11070,Halifax Pier,Put Your Gloves on and Wave,TRR38,No,,,,
11/29/2023 16:08:41,11070,Halifax Pier,Put Your Gloves on and Wave,TRR38,No,,,,
3/20/2023 18:48:39,11071,Aveo,Bridge to the Northern Lights,tide 001,Yes,,CD is close to falling out but doesn't actually,,
11/29/2023 16:09:33,11071,Aveo,Bridge to Northern Lights,tide 001,No,,,,
3/20/2023 18:47:41,11072,Einsturzende Neubauten,Strategies Against Architecture III,9165-2,Yes,,"Two CD's, one on the left falls out.",,
11/29/2023 16:10:14,11072,Einsturzende Neubauten,Strategies Against Architecture III,9165-2,No,,,,
3/20/2023 18:44:58,11073,DJ Tiesto,In My Memory,Nettwerk 0 6700 30230 2 3,Yes,,,,
11/29/2023 16:11:05,11073,DJ Tiesto,In My Memory,0 6700 30230 2 3,No,,,,
3/20/2023 18:43:51,11074,V/A,Compiled,,Yes,,Multiple people + multiple albums,,
11/29/2023 16:11:39,11074,V/A,Compiled,ast20cd,No,,,,
11/29/2023 16:12:22,11075,The Black Eyed Snakes,It's the...,CCKM002,Yes,,,,
11/29/2023 16:12:46,11076,Flynn,Burn Out,,No,,Burned/Handmade,,
11/30/2023 15:00:23,11077,Lali Puna,Scary World Theory,LC10387,No,,,,
11/30/2023 15:01:11,11078,The Coup,Party Music,cat #75050,No,,Clean radio version,,
11/30/2023 15:01:51,11079,Sonna,We Sing Loud Sing Soft Tonight,trr29,No,,,,
11/30/2023 15:02:19,11080,Technicolor,A1C EP,puppy 15,No,,,,
11/30/2023 15:03:09,11081,Cookbook & Uno Mas,Stereo Types,,Yes,,Handmade/burned CD,,
11/30/2023 15:03:48,11082,Lovage,Music to Make Love to Your Old Lady By,cat #75052,No,,,,
11/30/2023 15:04:16,11083,Sarah Dougher,The Bluff,MRLR-21,Yes,,,,
12/11/2023 19:18:27,11084,Filthy Thieving Bastards,A Melody of Retreads and Broken Quills,BYO 076,No,,,,
12/11/2023 19:24:18,11085,Slim Cessna's Auto Club,S/T,,No,,No version number listed,,
12/11/2023 19:26:00,11087,L.A. Symphony,Composition No. 1,,No,,"Burned copy, no version number",,
12/11/2023 19:27:58,11088,Boom Bap Project,Circumstance dictates,,No,,"Burned copy, no version number",,
12/11/2023 19:29:20,11089,Rocky Votolato,Burning My Travels Clean,,No,,No version number,,
12/11/2023 19:31:09,11090,The Anniversary/Superdrag,S/T EP,,Yes,,There is a version number but the case is broken so it cannot be read.,,
12/11/2023 19:33:30,11092,Bonobo,Animal Magic,,Yes,,,,
12/11/2023 19:35:15,11093,Get Up Kids,Eudora,or357/ho010,No,,,,
12/11/2023 19:36:20,11094,Various,Flying Side Kick,SKIT91,Yes,,Front of case detaches ,,
12/11/2023 19:37:17,11096,The Seconds,Y,GER 015,Yes,,Front of case detaches ,,
12/11/2023 19:38:19,11097,Transient,The Conceptual World is Losing its Grip,tbtmo21,No,,,,
12/11/2023 19:39:19,11098,Flanger,Outer Space/Inner Space,zen CD61,No,,,,
12/11/2023 19:41:36,11099,Belle and Sebastian ,I'm Waking Up to Us,OLE 511-2,No,,"Two CDs, both Belle and Sebastian",,
12/11/2023 19:42:28,11100,Station 17,Hit Parade,9170-2,No,,,,
12/11/2023 19:44:28,11101,The Avalanches,Since I Left You,SIRE / MODULAR 31177-2,Yes,,"Case falling apart, plastic holding CD inside is broken.",,
12/11/2023 19:46:31,11102,Desaparecidos,The Happiest Place on Earth,lbj-40,No,,,,
12/11/2023 19:48:18,11104,Various,Urban Revolutions: The Future Primitive Sound Collective,FPS-005,Yes,,Front of case detaches,,
12/11/2023 19:50:02,11105,Various,Boyd Rice Presents Music for Pussycats,CAD 13,Yes,,"Case is fine, plastic inside holding CD is broken",,
12/11/2023 19:52:19,11106,Life Without Buildings,Any Other City,DCB 003,No,,,,
12/11/2023 19:54:44,11107,Way Out West,Intensify,NETTWERK 0 6700 30228 2 8,Yes,,"Front of case detaches, plastic holding CD inside is broken",,
12/11/2023 19:57:49,11108,Ocelot,The Quiet Storm,MSOO25,Yes,,Front of case detaches ,,
12/11/2023 19:58:52,11109,Faith & The Muse,Vera Causa,met225,Yes,,Front of case detaches,,
12/11/2023 19:59:52,11110,Unto Ashes,Saturn Returns,PROJEKT117,Yes,,Front of case detaches,,
12/11/2023 20:00:53,11111,Phonecia,Oddjob Discrimination,6.5067E+11,No,,,,
12/11/2023 20:02:22,11112,Strictly B-Boy Breaks,Volume 1,EFA: 08658,No,,,,
12/11/2023 20:04:23,11113,Jad Fair and Daniel Johnston,The Lucky Sperms: Somewhat Humorous,JAG34,Yes,,Front of case detaches ,,
12/11/2023 20:06:52,11114,Vitesse,"What can not be, but is...",NDIS 1020,No,,,,
12/11/2023 20:09:11,11115,Herman Dune,Turn off the Light,PRO 014,No,,,,
12/11/2023 20:05:25,11116,Viza-Noir,S/T (EP?),DIG002,Yes,,"Is a paper case, not in the best condition",,
12/11/2023 20:10:33,11117,Manplanet,An Introductory to Musicianship,,No,,,,
12/11/2023 20:12:11,11118,N/A,N/A,,Yes,Missing,Front of case detaches,,
12/11/2023 20:13:59,11119,Source of Labor,Stolen Lives,,Yes,,Crack in front of case,,
12/11/2023 20:15:12,11120,Cranes,Future Songs,INS592-2,Yes,,Front of case detaches,,
